                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    389,                 1.8689,                 2.3316,                 1.9156,                 2.6001,                0.80306,                0.84965,                0.89807,                0.51592,                0.80306,                0.84965,                0.90063,                0.55568,                  1.542,                 2.0552,                 1.3955,                 2.4002,             0.00038964,             0.00038964,             0.00038964
                    390,                 2.1018,                 2.3842,                 2.0798,                 2.7271,                0.83347,                0.85367,                0.89094,                0.51687,                0.83347,                0.85367,                0.89051,                0.54353,                 1.5225,                 2.0506,                 1.3944,                 2.3828,             0.00038634,             0.00038634,             0.00038634
                    391,                  2.167,                 2.4987,                 2.4438,                 2.7734,                0.83347,                0.85367,                0.89094,                0.51687,                0.83347,                0.85367,                0.89051,                0.54353,                 1.5225,                 2.0506,                 1.3944,                 2.3828,             0.00038304,             0.00038304,             0.00038304
                    392,                 1.7543,                 2.4615,                 1.7185,                 2.5376,                0.83347,                0.85367,                0.89094,                0.51687,                0.83347,                0.85367,                0.89051,                0.54353,                 1.5225,                 2.0506,                 1.3944,                 2.3828,             0.00037974,             0.00037974,             0.00037974
                    393,                 1.9832,                 2.2031,                  2.097,                 2.6871,                 0.8084,                0.85866,                0.89501,                0.52509,                 0.8084,                0.85866,                0.89501,                0.54781,                 1.4999,                 2.0326,                 1.3823,                 2.3643,             0.00037644,             0.00037644,             0.00037644
                    394,                 1.8832,                 2.4299,                  2.053,                 2.5911,                 0.8084,                0.85866,                0.89501,                0.52509,                 0.8084,                0.85866,                0.89501,                0.54781,                 1.4999,                 2.0326,                 1.3823,                 2.3643,             0.00037314,             0.00037314,             0.00037314
                    395,                 1.9901,                 2.2197,                  1.973,                 2.6467,                 0.8084,                0.85866,                0.89501,                0.52509,                 0.8084,                0.85866,                0.89501,                0.54781,                 1.4999,                 2.0326,                 1.3823,                 2.3643,             0.00036984,             0.00036984,             0.00036984
                    396,                 1.9749,                 2.3895,                 1.9932,                 2.6702,                0.83679,                0.79436,                0.89593,                0.52181,                0.83679,                0.79436,                0.89593,                0.53676,                 1.4917,                  2.036,                   1.39,                 2.3548,             0.00036654,             0.00036654,             0.00036654
                    397,                 1.9229,                 2.2285,                 2.0939,                 2.6187,                0.83679,                0.79436,                0.89593,                0.52181,                0.83679,                0.79436,                0.89593,                0.53676,                 1.4917,                  2.036,                   1.39,                 2.3548,             0.00036324,             0.00036324,             0.00036324
                    398,                 1.9275,                 2.2634,                  1.978,                 2.6281,                0.83679,                0.79436,                0.89593,                0.52181,                0.83679,                0.79436,                0.89593,                0.53676,                 1.4917,                  2.036,                   1.39,                 2.3548,             0.00035994,             0.00035994,             0.00035994
                    399,                 1.8654,                 2.2845,                 1.8293,                 2.5825,                0.83194,                 0.8223,                0.89775,                0.52115,                0.83194,                 0.8223,                0.89803,                0.53493,                  1.486,                  2.015,                 1.3819,                 2.3447,             0.00035664,             0.00035664,             0.00035664
                    400,                  1.993,                 2.2847,                 2.0873,                  2.691,                0.83194,                 0.8223,                0.89775,                0.52115,                0.83194,                 0.8223,                0.89803,                0.53493,                  1.486,                  2.015,                 1.3819,                 2.3447,             0.00035334,             0.00035334,             0.00035334
                    401,                 1.9878,                 2.3435,                 1.9763,                 2.6636,                0.83194,                 0.8223,                0.89775,                0.52115,                0.83194,                 0.8223,                0.89803,                0.53493,                  1.486,                  2.015,                 1.3819,                 2.3447,             0.00035004,             0.00035004,             0.00035004
                    402,                 1.7413,                 2.2399,                 1.8427,                 2.5605,                0.83011,                0.82672,                0.90553,                0.52188,                0.83011,                0.82672,                0.90648,                0.54199,                 1.4762,                  2.012,                 1.3803,                  2.334,             0.00034674,             0.00034674,             0.00034674
                    403,                 1.8923,                 2.2889,                 2.0484,                 2.6526,                0.83011,                0.82672,                0.90553,                0.52188,                0.83011,                0.82672,                0.90648,                0.54199,                 1.4762,                  2.012,                 1.3803,                  2.334,             0.00034344,             0.00034344,             0.00034344
                    404,                  1.947,                 2.4647,                 1.9522,                 2.6478,                0.83011,                0.82672,                0.90553,                0.52188,                0.83011,                0.82672,                0.90648,                0.54199,                 1.4762,                  2.012,                 1.3803,                  2.334,             0.00034013,             0.00034013,             0.00034013
                    405,                 1.8661,                 2.3598,                 1.8944,                 2.5885,                0.86483,                0.83021,                 0.9143,                0.52828,                0.86483,                0.83021,                0.91486,                0.54472,                 1.4822,                 2.0286,                 1.3544,                 2.3353,             0.00033683,             0.00033683,             0.00033683
                    406,                 1.8274,                 2.2035,                 1.9177,                 2.5884,                0.86483,                0.83021,                 0.9143,                0.52828,                0.86483,                0.83021,                0.91486,                0.54472,                 1.4822,                 2.0286,                 1.3544,                 2.3353,             0.00033353,             0.00033353,             0.00033353
                    407,                 1.9578,                 2.1893,                 1.8776,                 2.6121,                0.86483,                0.83021,                 0.9143,                0.52828,                0.86483,                0.83021,                0.91486,                0.54472,                 1.4822,                 2.0286,                 1.3544,                 2.3353,             0.00033023,             0.00033023,             0.00033023
                    408,                 1.9726,                 2.2755,                 2.0517,                 2.6381,                 0.8538,                0.82557,                0.91475,                 0.5258,                 0.8538,                0.82557,                0.91657,                0.54392,                 1.4876,                 2.0723,                 1.3595,                 2.3452,             0.00032693,             0.00032693,             0.00032693
                    409,                 1.8509,                 2.3081,                 1.8741,                 2.5859,                 0.8538,                0.82557,                0.91475,                 0.5258,                 0.8538,                0.82557,                0.91657,                0.54392,                 1.4876,                 2.0723,                 1.3595,                 2.3452,             0.00032363,             0.00032363,             0.00032363
                    410,                 1.8263,                 2.1194,                 1.9488,                 2.5979,                0.89934,                0.79101,                0.91412,                0.53275,                0.90412,                0.79543,                0.92843,                0.54336,                 1.4895,                 2.0856,                 1.3536,                 2.3496,             0.00032033,             0.00032033,             0.00032033
                    411,                  1.899,                 2.2883,                  1.872,                  2.601,                0.89934,                0.79101,                0.91412,                0.53275,                0.90412,                0.79543,                0.92843,                0.54336,                 1.4895,                 2.0856,                 1.3536,                 2.3496,             0.00031703,             0.00031703,             0.00031703
                    412,                 1.8629,                 2.1831,                  1.868,                 2.5926,                0.89934,                0.79101,                0.91412,                0.53275,                0.90412,                0.79543,                0.92843,                0.54336,                 1.4895,                 2.0856,                 1.3536,                 2.3496,             0.00031373,             0.00031373,             0.00031373
                    413,                 1.9051,                  2.236,                 1.9247,                 2.6131,                0.84949,                 0.8445,                0.91103,                0.54139,                  0.858,                0.85335,                0.93304,                0.54921,                 1.4805,                 2.0568,                 1.3586,                 2.3432,             0.00031043,             0.00031043,             0.00031043
                    414,                 1.8473,                 2.1767,                 1.7901,                 2.5063,                0.84949,                 0.8445,                0.91103,                0.54139,                  0.858,                0.85335,                0.93304,                0.54921,                 1.4805,                 2.0568,                 1.3586,                 2.3432,             0.00030713,             0.00030713,             0.00030713
                    415,                 1.8729,                 2.2611,                 1.7987,                 2.5455,                0.84949,                 0.8445,                0.91103,                0.54139,                  0.858,                0.85335,                0.93304,                0.54921,                 1.4805,                 2.0568,                 1.3586,                 2.3432,             0.00030383,             0.00030383,             0.00030383
                    416,                 1.9855,                 2.2946,                 1.9081,                 2.6532,                0.86719,                0.85569,                0.91987,                0.54803,                0.87146,                0.85237,                0.93352,                0.55551,                 1.4634,                 2.0231,                  1.321,                 2.3288,             0.00030053,             0.00030053,             0.00030053
                    417,                 1.9459,                 2.2042,                 1.9452,                 2.6122,                0.86719,                0.85569,                0.91987,                0.54803,                0.87146,                0.85237,                0.93352,                0.55551,                 1.4634,                 2.0231,                  1.321,                 2.3288,             0.00029723,             0.00029723,             0.00029723
                    418,                  1.886,                 2.1761,                 1.8539,                 2.6007,                0.86719,                0.85569,                0.91987,                0.54803,                0.87146,                0.85237,                0.93352,                0.55551,                 1.4634,                 2.0231,                  1.321,                 2.3288,             0.00029393,             0.00029393,             0.00029393
                    419,                 1.9597,                  2.189,                  2.025,                  2.689,                0.85878,                0.84667,                0.92778,                0.55085,                0.85878,                0.84667,                0.93118,                0.56264,                 1.4468,                 2.0173,                  1.318,                 2.3113,             0.00029062,             0.00029062,             0.00029062
                    420,                 1.9358,                 2.0111,                 2.0584,                 2.6776,                0.85878,                0.84667,                0.92778,                0.55085,                0.85878,                0.84667,                0.93118,                0.56264,                 1.4468,                 2.0173,                  1.318,                 2.3113,             0.00028732,             0.00028732,             0.00028732
                    421,                 1.7481,                 2.2332,                 1.7781,                   2.48,                0.85878,                0.84667,                0.92778,                0.55085,                0.85878,                0.84667,                0.93118,                0.56264,                 1.4468,                 2.0173,                  1.318,                 2.3113,             0.00028402,             0.00028402,             0.00028402
                    422,                 1.9735,                 2.2366,                 1.8828,                 2.6102,                0.84389,                 0.8863,                0.93021,                0.55709,                0.84389,                 0.8863,                0.93298,                0.56158,                 1.4526,                 2.0077,                 1.3058,                 2.3087,             0.00028072,             0.00028072,             0.00028072
                    423,                 1.8361,                 2.2078,                 1.7503,                 2.5372,                0.84389,                 0.8863,                0.93021,                0.55709,                0.84389,                 0.8863,                0.93298,                0.56158,                 1.4526,                 2.0077,                 1.3058,                 2.3087,             0.00027742,             0.00027742,             0.00027742
                    424,                  2.062,                 2.2301,                 2.1071,                 2.6837,                0.84389,                 0.8863,                0.93021,                0.55709,                0.84389,                 0.8863,                0.93298,                0.56158,                 1.4526,                 2.0077,                 1.3058,                 2.3087,             0.00027412,             0.00027412,             0.00027412
                    425,                 1.8754,                 1.9182,                 1.8957,                 2.5577,                0.83796,                0.87762,                0.92234,                0.55139,                0.83796,                0.87762,                0.92379,                 0.5526,                 1.4535,                 2.0377,                 1.3057,                 2.3104,             0.00027082,             0.00027082,             0.00027082
                    426,                 1.7552,                 2.3191,                 1.7754,                  2.502,                0.83796,                0.87762,                0.92234,                0.55139,                0.83796,                0.87762,                0.92379,                 0.5526,                 1.4535,                 2.0377,                 1.3057,                 2.3104,             0.00026752,             0.00026752,             0.00026752
                    427,                 1.7354,                 2.1331,                 1.7638,                  2.499,                0.83796,                0.87762,                0.92234,                0.55139,                0.83796,                0.87762,                0.92379,                 0.5526,                 1.4535,                 2.0377,                 1.3057,                 2.3104,             0.00026422,             0.00026422,             0.00026422
                    428,                 1.8676,                 2.0471,                 1.8968,                 2.5751,                0.85471,                0.89791,                0.92256,                 0.5532,                0.85471,                0.89791,                0.92398,                0.56011,                 1.4514,                 2.0069,                 1.2853,                 2.3076,             0.00026092,             0.00026092,             0.00026092
                    429,                 1.9035,                 2.1792,                 1.9304,                 2.5932,                0.85471,                0.89791,                0.92256,                 0.5532,                0.85471,                0.89791,                0.92398,                0.56011,                 1.4514,                 2.0069,                 1.2853,                 2.3076,             0.00025762,             0.00025762,             0.00025762
                    430,                 1.8306,                 2.0183,                 1.8946,                 2.5421,                0.85471,                0.89791,                0.92256,                 0.5532,                0.85471,                0.89791,                0.92398,                0.56011,                 1.4514,                 2.0069,                 1.2853,                 2.3076,             0.00025432,             0.00025432,             0.00025432
                    431,                 1.7711,                 2.0748,                 1.7432,                 2.4703,                0.85447,                0.84328,                0.91384,                0.54088,                0.85447,                0.84328,                0.91646,                0.56028,                 1.4531,                 1.9848,                 1.2952,                 2.3148,             0.00025102,             0.00025102,             0.00025102
                    432,                  1.837,                 2.3268,                 1.8836,                 2.5821,                0.85447,                0.84328,                0.91384,                0.54088,                0.85447,                0.84328,                0.91646,                0.56028,                 1.4531,                 1.9848,                 1.2952,                 2.3148,             0.00024772,             0.00024772,             0.00024772
                    433,                 1.8871,                 2.0394,                 2.0383,                 2.6099,                0.85447,                0.84328,                0.91384,                0.54088,                0.85447,                0.84328,                0.91646,                0.56028,                 1.4531,                 1.9848,                 1.2952,                 2.3148,             0.00024442,             0.00024442,             0.00024442
                    434,                 1.8928,                   2.29,                   1.97,                  2.564,                0.80739,                0.87876,                0.91226,                0.54822,                0.80739,                0.87876,                0.91412,                0.57139,                 1.4464,                 1.9618,                 1.2852,                 2.3084,             0.00024111,             0.00024111,             0.00024111
                    435,                 1.9193,                 2.2096,                 1.8074,                 2.4802,                0.80739,                0.87876,                0.91226,                0.54822,                0.80739,                0.87876,                0.91412,                0.57139,                 1.4464,                 1.9618,                 1.2852,                 2.3084,             0.00023781,             0.00023781,             0.00023781
                    436,                 1.9901,                 2.2094,                 1.9526,                 2.6162,                0.80739,                0.87876,                0.91226,                0.54822,                0.80739,                0.87876,                0.91412,                0.57139,                 1.4464,                 1.9618,                 1.2852,                 2.3084,             0.00023451,             0.00023451,             0.00023451
                    437,                 1.8158,                 2.2473,                 1.8656,                 2.4693,                0.84606,                 0.8278,                0.91013,                0.54744,                0.84606,                 0.8278,                0.91043,                 0.5558,                 1.4537,                 1.9807,                   1.32,                 2.3005,             0.00023121,             0.00023121,             0.00023121
                    438,                 2.0782,                 2.3537,                 2.0728,                 2.6118,                0.84606,                 0.8278,                0.91013,                0.54744,                0.84606,                 0.8278,                0.91043,                 0.5558,                 1.4537,                 1.9807,                   1.32,                 2.3005,             0.00022791,             0.00022791,             0.00022791
                    439,                 1.8523,                 2.1392,                 1.7923,                 2.5754,                0.84606,                 0.8278,                0.91013,                0.54744,                0.84606,                 0.8278,                0.91043,                 0.5558,                 1.4537,                 1.9807,                   1.32,                 2.3005,             0.00022461,             0.00022461,             0.00022461
                    440,                 1.8511,                 2.1821,                   1.77,                 2.6098,                0.81033,                0.86803,                0.90435,                0.55253,                0.81656,                0.88014,                0.90615,                0.55121,                 1.4432,                 1.9631,                 1.3131,                  2.297,             0.00022131,             0.00022131,             0.00022131
                    441,                 1.8216,                 2.1257,                 1.8399,                  2.511,                0.81033,                0.86803,                0.90435,                0.55253,                0.81656,                0.88014,                0.90615,                0.55121,                 1.4432,                 1.9631,                 1.3131,                  2.297,             0.00021801,             0.00021801,             0.00021801
                    442,                 1.8519,                 2.0591,                 1.9024,                 2.5679,                0.81256,                0.87326,                0.90628,                0.55211,                0.82057,                0.88211,                0.90805,                0.55081,                  1.431,                 1.9502,                 1.3241,                 2.2926,             0.00021471,             0.00021471,             0.00021471
                    443,                 1.8668,                 2.4253,                 1.8035,                 2.5493,                0.81256,                0.87326,                0.90628,                0.55211,                0.82057,                0.88211,                0.90805,                0.55081,                  1.431,                 1.9502,                 1.3241,                 2.2926,             0.00021141,             0.00021141,             0.00021141
                    444,                  1.937,                 2.2544,                 1.9567,                 2.5907,                0.81256,                0.87326,                0.90628,                0.55211,                0.82057,                0.88211,                0.90805,                0.55081,                  1.431,                 1.9502,                 1.3241,                 2.2926,             0.00020811,             0.00020811,             0.00020811
                    445,                 1.8358,                 2.2583,                 1.8214,                 2.5452,                0.80011,                0.88899,                0.91043,                 0.5635,                0.80785,                0.89784,                0.91216,                0.56438,                  1.415,                 1.9496,                 1.3127,                 2.2799,             0.00020481,             0.00020481,             0.00020481
                    446,                 1.7404,                 2.1216,                 1.7383,                 2.4853,                0.80011,                0.88899,                0.91043,                 0.5635,                0.80785,                0.89784,                0.91216,                0.56438,                  1.415,                 1.9496,                 1.3127,                 2.2799,             0.00020151,             0.00020151,             0.00020151
                    447,                 1.8416,                  2.141,                 1.8042,                 2.5416,                0.80011,                0.88899,                0.91043,                 0.5635,                0.80785,                0.89784,                0.91216,                0.56438,                  1.415,                 1.9496,                 1.3127,                 2.2799,             0.00019821,             0.00019821,             0.00019821
                    448,                 1.8571,                 2.1156,                  1.789,                  2.492,                0.80361,                0.87018,                 0.9138,                0.56762,                0.80361,                0.87018,                0.91436,                0.57063,                 1.4081,                 1.9509,                 1.3303,                 2.2742,             0.00019491,             0.00019491,             0.00019491
                    449,                 1.8695,                 2.1172,                 1.8429,                 2.5784,                0.80361,                0.87018,                 0.9138,                0.56762,                0.80361,                0.87018,                0.91436,                0.57063,                 1.4081,                 1.9509,                 1.3303,                 2.2742,              0.0001916,              0.0001916,              0.0001916
                    450,                 1.7576,                 2.2692,                 1.8073,                 2.4525,                0.80361,                0.87018,                 0.9138,                0.56762,                0.80361,                0.87018,                0.91436,                0.57063,                 1.4081,                 1.9509,                 1.3303,                 2.2742,              0.0001883,              0.0001883,              0.0001883
                    451,                  1.755,                 2.2033,                 1.7136,                 2.4705,                0.76057,                0.91346,                0.91478,                0.56173,                0.76057,                0.91346,                0.91469,                 0.5835,                 1.4053,                 1.9403,                   1.36,                   2.27,               0.000185,               0.000185,               0.000185
                    452,                 1.8122,                 2.0983,                 1.7538,                 2.5137,                0.76057,                0.91346,                0.91478,                0.56173,                0.76057,                0.91346,                0.91469,                 0.5835,                 1.4053,                 1.9403,                   1.36,                   2.27,              0.0001817,              0.0001817,              0.0001817
                    453,                 1.8032,                 1.7925,                 1.8468,                 2.5427,                0.76057,                0.91346,                0.91478,                0.56173,                0.76057,                0.91346,                0.91469,                 0.5835,                 1.4053,                 1.9403,                   1.36,                   2.27,              0.0001784,              0.0001784,              0.0001784
                    454,                 1.6784,                 2.1339,                 1.7548,                 2.4603,                0.82993,                0.86228,                 0.9209,                0.57413,                0.82993,                0.86228,                0.92184,                0.59317,                 1.3921,                 1.9281,                 1.3254,                 2.2614,              0.0001751,              0.0001751,              0.0001751
                    455,                 1.8552,                  2.123,                 1.7898,                 2.5688,                0.82993,                0.86228,                 0.9209,                0.57413,                0.82993,                0.86228,                0.92184,                0.59317,                 1.3921,                 1.9281,                 1.3254,                 2.2614,              0.0001718,              0.0001718,              0.0001718
                    456,                 1.8869,                 2.1069,                 2.0077,                 2.6951,                0.82993,                0.86228,                 0.9209,                0.57413,                0.82993,                0.86228,                0.92184,                0.59317,                 1.3921,                 1.9281,                 1.3254,                 2.2614,              0.0001685,              0.0001685,              0.0001685
                    457,                  1.789,                 2.1826,                 1.8161,                 2.5228,                0.81523,                0.88891,                0.92783,                0.58399,                0.81523,                0.88891,                0.92848,                0.59318,                 1.3645,                 1.9336,                 1.2952,                 2.2416,              0.0001652,              0.0001652,              0.0001652
                    458,                 1.8713,                 2.0469,                 1.8797,                 2.5886,                0.81523,                0.88891,                0.92783,                0.58399,                0.81523,                0.88891,                0.92848,                0.59318,                 1.3645,                 1.9336,                 1.2952,                 2.2416,              0.0001619,              0.0001619,              0.0001619
                    459,                 1.8328,                 2.1187,                 1.7536,                 2.4954,                0.81523,                0.88891,                0.92783,                0.58399,                0.81523,                0.88891,                0.92848,                0.59318,                 1.3645,                 1.9336,                 1.2952,                 2.2416,              0.0001586,              0.0001586,              0.0001586
                    460,                 1.6843,                 1.9905,                 1.6543,                   2.43,                 0.8499,                0.87121,                0.93331,                0.59048,                 0.8499,                0.87121,                 0.9348,                0.59987,                 1.3634,                  1.911,                  1.274,                 2.2449,              0.0001553,              0.0001553,              0.0001553
                    461,                 1.8134,                  2.158,                 1.8502,                  2.474,                 0.8499,                0.87121,                0.93331,                0.59048,                 0.8499,                0.87121,                 0.9348,                0.59987,                 1.3634,                  1.911,                  1.274,                 2.2449,               0.000152,               0.000152,               0.000152
                    462,                 1.8248,                 2.1244,                 1.8627,                 2.5479,                 0.8499,                0.87121,                0.93331,                0.59048,                 0.8499,                0.87121,                 0.9348,                0.59987,                 1.3634,                  1.911,                  1.274,                 2.2449,              0.0001487,              0.0001487,              0.0001487
                    463,                 1.8017,                 2.0905,                 1.8281,                 2.5241,                0.91131,                0.87874,                0.94837,                0.60106,                0.91131,                0.87874,                0.94873,                0.60681,                 1.3676,                 1.9091,                 1.2783,                 2.2432,              0.0001454,              0.0001454,              0.0001454
                    464,                 1.7641,                 2.1364,                  1.713,                 2.5298,                0.91131,                0.87874,                0.94837,                0.60106,                0.91131,                0.87874,                0.94873,                0.60681,                 1.3676,                 1.9091,                 1.2783,                 2.2432,              0.0001421,              0.0001421,              0.0001421
                    465,                 1.8676,                 2.1106,                 1.8527,                 2.5644,                0.91131,                0.87874,                0.94837,                0.60106,                0.91131,                0.87874,                0.94873,                0.60681,                 1.3676,                 1.9091,                 1.2783,                 2.2432,             0.00013879,             0.00013879,             0.00013879
                    466,                  1.809,                 2.1145,                 1.8993,                 2.5555,                0.92272,                0.85793,                0.94705,                0.59306,                0.92272,                0.85793,                0.94753,                0.61104,                 1.3696,                 1.9047,                 1.3004,                 2.2495,             0.00013549,             0.00013549,             0.00013549
                    467,                 1.7597,                 2.0798,                 1.6919,                  2.439,                0.92272,                0.85793,                0.94705,                0.59306,                0.92272,                0.85793,                0.94753,                0.61104,                 1.3696,                 1.9047,                 1.3004,                 2.2495,             0.00013219,             0.00013219,             0.00013219
                    468,                 1.8781,                  2.341,                 1.8319,                 2.6019,                0.92272,                0.85793,                0.94705,                0.59306,                0.92272,                0.85793,                0.94753,                0.61104,                 1.3696,                 1.9047,                 1.3004,                 2.2495,             0.00012889,             0.00012889,             0.00012889
                    469,                 1.7876,                 2.1207,                 1.7948,                 2.5191,                0.88951,                0.86902,                0.94502,                0.59332,                0.88951,                0.86902,                0.94531,                0.60954,                 1.3698,                 1.9029,                 1.2747,                 2.2482,             0.00012559,             0.00012559,             0.00012559
                    470,                 1.8904,                 2.3515,                 1.8186,                 2.5444,                0.88951,                0.86902,                0.94502,                0.59332,                0.88951,                0.86902,                0.94531,                0.60954,                 1.3698,                 1.9029,                 1.2747,                 2.2482,             0.00012229,             0.00012229,             0.00012229
                    471,                 1.7636,                 1.9861,                 1.6489,                 2.4529,                0.88951,                0.86902,                0.94502,                0.59332,                0.88951,                0.86902,                0.94531,                0.60954,                 1.3698,                 1.9029,                 1.2747,                 2.2482,             0.00011899,             0.00011899,             0.00011899
                    472,                 1.8442,                 2.2701,                  1.853,                 2.5244,                0.88598,                0.91148,                0.94722,                0.59309,                0.88598,                0.91148,                0.94748,                0.61349,                 1.3707,                 1.8927,                 1.2891,                  2.251,             0.00011569,             0.00011569,             0.00011569
                    473,                 1.8465,                 2.0859,                  1.941,                 2.5617,                0.88598,                0.91148,                0.94722,                0.59309,                0.88598,                0.91148,                0.94748,                0.61349,                 1.3707,                 1.8927,                 1.2891,                  2.251,             0.00011239,             0.00011239,             0.00011239
                    474,                 1.8981,                 2.2309,                  1.866,                 2.5366,                0.86504,                0.91561,                0.94542,                0.59059,                0.86504,                0.91561,                0.94569,                0.61558,                  1.376,                 1.8879,                 1.2931,                 2.2597,             0.00010909,             0.00010909,             0.00010909
                    475,                 1.8417,                 2.0175,                 1.8588,                 2.5834,                0.86504,                0.91561,                0.94542,                0.59059,                0.86504,                0.91561,                0.94569,                0.61558,                  1.376,                 1.8879,                 1.2931,                 2.2597,             0.00010579,             0.00010579,             0.00010579
                    476,                 1.7809,                 2.1618,                 1.7745,                 2.5236,                0.86504,                0.91561,                0.94542,                0.59059,                0.86504,                0.91561,                0.94569,                0.61558,                  1.376,                 1.8879,                 1.2931,                 2.2597,             0.00010249,             0.00010249,             0.00010249
                    477,                 1.8881,                 2.0155,                 1.8582,                 2.5759,                0.88337,                0.90226,                0.94776,                0.59682,                0.88337,                0.90226,                0.94788,                0.61863,                 1.3726,                 1.8884,                 1.2691,                 2.2554,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    478,                 1.8747,                 2.1189,                 1.8342,                 2.5216,                0.88337,                0.90226,                0.94776,                0.59682,                0.88337,                0.90226,                0.94788,                0.61863,                 1.3726,                 1.8884,                 1.2691,                 2.2554,             9.5886e-05,             9.5886e-05,             9.5886e-05
                    479,                 1.8277,                 2.1045,                  2.005,                  2.571,                0.88337,                0.90226,                0.94776,                0.59682,                0.88337,                0.90226,                0.94788,                0.61863,                 1.3726,                 1.8884,                 1.2691,                 2.2554,             9.2585e-05,             9.2585e-05,             9.2585e-05
                    480,                 1.8126,                 2.2895,                 1.8004,                 2.4793,                0.87908,                0.89895,                0.94602,                0.60191,                0.87908,                0.89895,                0.94587,                0.61863,                  1.354,                 1.8916,                 1.2702,                 2.2347,             8.9285e-05,             8.9285e-05,             8.9285e-05
                    481,                 1.6893,                 1.9479,                 1.6311,                  2.419,                0.87908,                0.89895,                0.94602,                0.60191,                0.87908,                0.89895,                0.94587,                0.61863,                  1.354,                 1.8916,                 1.2702,                 2.2347,             8.5984e-05,             8.5984e-05,             8.5984e-05
                    482,                  1.665,                 1.9366,                 1.5721,                 2.4104,                0.87908,                0.89895,                0.94602,                0.60191,                0.87908,                0.89895,                0.94587,                0.61863,                  1.354,                 1.8916,                 1.2702,                 2.2347,             8.2683e-05,             8.2683e-05,             8.2683e-05
